Артикул,01.06.2020,01.07.2020,01.08.2020,01.09.2020,01.10.2020,01.11.2020,01.12.2020,01.01.2021,01.02.2021,01.03.2021,01.04.2021,01.05.2021,01.06.2021,01.07.2021,01.08.2021,01.09.2021,01.10.2021,01.11.2021,01.12.2021,01.01.2022,01.02.2022,01.03.2022,01.04.2022,01.05.2022,01.06.2022,01.07.2022,01.08.2022,01.09.2022,01.10.2022,01.11.2022,01.12.2022,01.01.2023,01.02.2023,01.03.2023,01.04.2023,01.05.2023,01.06.2023,01.07.2023,01.08.2023
4698,1,8,19,5,3,5,6,4,7,24,3,5,2,10,7,3,7,6,21,6,9,,3,7,2,6,2,2,4,6,2,,,1,3,2,1,4,2
4699,,,3,2,1,,,,4,4,,1,,,2,5,1,,,4,,,,,1,,,2,1,,,1,2,6,,,,1,2
4700,4,2,4,4,,,6,11,,-1,1,1,,,4,1,,,,1,,2,,1,,1,,,1,2,,1,3,,1,3,,1,3
4701,117,72,94,72,72,38,35,23,109,87,65,171,70,91,85,65,63,64,72,51,75,154,63,64,95,42,73,63,46,38,55,15,37,62,35,23,24,4,3
4702,,2,1,4,2,1,2,1,3,3,3,1,2,3,1,2,3,1,3,8,5,2,1,1,,,3,-1,3,,1,2,4,3,1,2,2,,1
4703,,,,,,,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,1,,,2,,,2,
4704,,2,,,,,4,2,1,,2,,,1,1,,,,2,3,3,1,,1,,,,,,,2,1,2,3,,,,,
4705,,,,,,,4,2,1,,1,,,,1,,,,3,1,1,1,,1,,,,,,,,1,1,2,,,,,
4706,,,,1,1,2,1,1,,1,,,,1,,1,,,4,7,1,,,,,,,,,,3,,3,4,,,,1,1
4707,,,,,,1,2,1,,,,,,1,,1,,,4,7,,,,,,,,,,1,2,,8,3,1,,1,,1
4708,,1,,,,,,,3,1,2,,,,2,,1,,3,,,,1,,1,1,,,,1,,2,1,1,1,,1,,
4709,,1,,1,,,,,1,,,,,,,,1,,1,,1,2,,,,,,,,,,,3,1,1,1,,,
4710,,,,,,,,,1,3,1,,1,,,,,,1,1,1,,,,,,,1,2,,,1,,1,,,,,
4711,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,2,,1,,,
4712,6,50,83,47,73,27,20,27,71,66,42,52,26,34,69,43,58,47,43,38,42,108,27,14,36,20,43,37,32,17,13,10,18,26,25,20,12,13,3
4713,,1,1,3,1,3,2,1,6,6,,2,,2,,3,2,1,4,2,1,2,1,,,,3,,1,,,3,5,1,2,1,,2,
4714,1,3,3,2,2,4,4,1,3,7,,2,,2,,2,4,1,5,3,2,2,1,,,,3,1,2,,1,2,6,1,2,1,,3,
4715,,2,,,1,2,2,,1,1,1,3,,2,1,1,2,1,2,5,,1,2,,,,1,,,2,1,3,,2,1,,,,2
4716,,2,,,1,2,2,,1,1,1,3,,2,1,1,2,2,3,4,,1,2,,,1,1,,,1,,3,,2,1,,1,,2
4717,,2,1,2,2,,4,,4,2,3,1,2,,3,3,,2,1,5,1,,,,,1,1,4,,,1,2,17,4,1,,1,2,1
4718,2,1,1,1,2,,2,,4,1,4,1,1,1,3,2,,1,1,5,1,,,,1,3,1,3,1,,,10,3,4,1,,,2,1
4719,2,,4,4,,1,4,,4,6,,,2,2,1,2,2,,3,3,2,3,,,,2,7,3,,3,,22,5,4,3,2,5,,
4720,10,11,14,23,23,33,23,14,14,10,8,10,13,11,13,17,21,47,31,14,29,17,1,12,3,16,12,25,17,18,12,18,29,23,5,22,14,15,12
4721,1,4,4,2,4,2,6,8,6,8,8,,6,2,4,2,8,2,6,6,16,12,4,,2,,4,,6,2,16,10,5,8,8,12,8,2,4
4722,19,70,58,62,28,50,80,58,50,112,68,26,38,52,81,44,20,50,68,96,136,72,30,8,10,24,34,46,60,42,92,116,78,78,67,55,54,10,18
4723,17,82,75,60,40,28,68,109,126,68,5,3,75,,68,49,51,7,94,97,77,68,31,10,34,69,33,105,42,27,95,41,91,92,7,53,34,51,8
4724,24,132,75,129,33,167,188,158,259,84,50,26,93,,102,117,50,73,154,185,136,140,62,,41,73,114,308,37,52,168,125,231,135,37,150,36,96,
4725,,10,25,15,,10,14,20,25,,5,,5,,10,10,10,5,10,14,20,15,5,,15,25,12,10,5,,17,5,12,41,5,10,10,15,10
4726,9,4,8,6,9,3,6,,,3,2,3,3,3,3,6,,4,,6,12,12,3,,,,12,4,,,,18,6,9,2,3,9,6,
4727,,8,12,3,6,9,10,3,,12,6,3,,,,6,6,6,7,3,12,12,6,,4,,,3,,3,9,15,12,6,,3,9,3,
4728,,1,2,2,1,,,,,1,,1,1,,,1,1,,,,2,,1,,,,,2,,1,1,1,3,,,,1,,
4729,,,2,,1,,,,1,,1,2,,1,,1,,,,,3,1,,1,,,3,1,,1,1,,1,1,,,,1,1
4730,,,,9,,,3,,,,3,,3,,,,,,3,,3,3,,,,3,3,3,5,,,8,3,5,,6,1,3,
4731,,,,1,,,,1,1,,,2,,,1,,,,,2,,,,1,,,,1,,,1,1,,,,1,4,,2
4732,5,4,7,8,5,1,3,2,5,8,,7,6,3,10,2,3,2,6,1,2,1,2,1,1,,5,5,1,,9,1,7,5,3,,1,2,2
4733,10,21,35,30,19,33,46,40,84,37,27,13,9,18,23,22,22,15,33,85,61,48,19,9,23,12,24,25,26,15,59,30,60,41,45,11,15,5,21
4734,10,23,37,29,19,35,49,41,88,36,26,14,9,17,23,22,23,15,34,81,59,49,19,9,23,12,28,26,26,13,56,30,52,36,38,13,10,4,24
4735,8,11,12,27,12,15,28,22,42,41,16,7,4,11,19,10,18,13,22,32,36,29,14,3,4,11,20,23,16,13,38,27,51,42,14,22,12,3,9
4736,2,1,,,,,4,,,1,1,,,,,,,,,1,3,1,1,,,,,,1,1,1,,2,3,,,1,,1
4737,2,1,,,,,4,,,1,1,,,,,,,,,1,3,1,,,,,,,1,1,,,3,2,,,,1,1
4738,1,1,2,1,3,2,1,4,,3,1,1,1,,2,,2,4,2,2,,1,1,,,,1,,1,,3,1,3,4,,,4,,
4739,,,,1,,1,1,5,3,1,2,1,,2,1,,,,,2,2,4,,2,,2,,1,3,1,,4,7,4,4,2,1,3,2
4740,1,,,1,1,1,,,2,3,2,,,,,1,1,1,,1,1,,,,,,,,,,1,,4,,6,,,,
4741,,1,,1,2,4,1,3,13,3,2,,2,1,1,,,,6,6,6,1,,1,,,,,3,1,,4,4,2,,2,,1,
4742,,1,1,2,1,2,1,4,13,5,2,,3,,,,,,3,7,5,1,,1,,,,,2,1,,6,2,3,,1,,1,
4743,3,2,3,9,1,,7,1,5,4,5,6,1,5,5,4,8,7,3,6,3,4,5,,1,2,8,6,1,1,4,5,5,5,1,4,2,3,2
4744,1,2,2,3,2,1,1,1,3,2,,,,3,,6,3,1,2,3,2,2,,1,2,1,1,1,1,3,,3,3,1,4,3,1,,5
4745,1,,1,4,4,1,,1,6,1,1,,,3,2,2,3,,3,3,2,3,,,,1,,,1,,2,,1,1,1,,1,4,1
4746,1,11,11,6,1,11,12,21,13,23,3,3,2,4,5,8,9,6,17,22,10,14,6,6,13,7,13,9,13,5,14,7,18,16,10,4,4,5,6
4747,,,1,,,,1,2,2,1,,,,,,,,,,2,3,4,,,,,,,2,,1,,2,2,,,1,,2
4748,1,5,3,2,3,3,,,4,1,3,1,1,1,1,2,2,,,4,3,3,,,,,1,2,1,,,3,4,4,,2,2,3,1
4749,2,7,5,5,,6,3,5,17,9,1,,1,1,,2,,2,6,6,7,4,2,,1,,3,1,,1,2,5,10,10,11,4,1,1,1
4750,,,,1,,,,,2,2,1,,,,2,,,,2,,4,2,,,1,,,,,,1,2,3,2,2,1,3,,
4751,,,,,,1,1,,3,1,1,,,,1,,,,,1,1,1,,,,,,,,,,,3,,1,,,,2
4752,,,,1,,,1,2,4,8,,,,,1,3,1,2,3,5,3,1,,,2,,,1,1,,,7,3,2,,2,2,,
4753,1,1,7,4,8,2,,2,7,1,3,4,,4,5,5,6,4,5,,2,8,6,,1,3,3,,,,,,,3,18,,,,1
4754,3,2,5,2,7,1,1,3,3,5,3,1,,4,2,2,4,2,2,2,2,,,2,,2,2,2,1,,4,3,3,1,1,4,3,,2
4755,4,4,2,3,2,,,1,,1,4,1,2,3,10,3,1,,2,1,,,1,1,,2,6,1,2,,1,1,,1,3,4,5,2,2
4756,,,,2,3,1,2,,2,1,,,1,,2,,3,1,,1,3,1,3,1,1,1,,3,1,2,1,,1,2,,,1,,
4757,,,,2,3,1,2,,2,1,,,1,,2,,3,,,1,3,1,3,1,,1,,3,1,2,2,,1,3,,,1,,1
4758,76,36,20,22,32,24,40,48,76,65,72,8,72,36,48,32,20,52,64,72,85,48,16,20,40,12,16,44,20,64,16,52,61,100,40,59,25,24,24
4759,6,1,,,6,,1,,,4,,3,,4,4,,,4,,,1,3,,8,,,,,,,,2,,6,,6,,,
4760,10,6,3,4,2,16,17,27,49,41,23,1,5,3,4,3,3,11,26,44,28,36,7,3,5,3,2,3,1,,10,20,100,40,13,5,15,2,9
4761,1,,,1,,,,1,2,4,2,,,,1,,,,1,,2,1,1,,,,,,,,2,2,3,4,,,,,
4762,1,,,,,1,,1,10,2,3,,,1,,1,,,1,9,5,1,,,,2,,,2,,,2,3,5,,,1,1,1
4763,,1,,,-1,1,,2,4,2,2,,1,,,1,1,3,2,7,2,,,,,1,,2,,,,11,7,1,2,5,3,,
4764,4,,4,4,,4,4,32,58,12,,,,,,,12,,24,40,58,8,,,,8,12,5,8,8,18,47,28,5,10,1,23,,
4765,,20,20,15,10,10,11,,5,15,20,16,4,5,10,15,10,,10,30,5,1,10,5,3,,,5,,25,28,,5,10,,6,15,,
4766,,10,,10,6,,,,5,10,11,15,,5,5,15,,10,10,20,10,5,6,,5,,,,,20,23,,10,6,5,1,10,3,5
4767,2,5,,3,2,,2,1,10,7,13,2,1,3,3,13,7,,,3,6,1,,2,,,,9,4,1,2,4,12,8,7,4,5,4,
4768,,1,1,1,,,,1,1,1,2,2,3,1,1,2,,,2,,,,,2,,2,1,,1,,1,3,4,2,1,1,1,,1
4769,4,4,4,6,2,2,5,4,9,2,4,2,2,5,2,2,6,4,2,8,10,5,2,2,1,,1,,2,2,10,2,,8,3,,3,3,4
4770,5,21,21,20,16,17,23,17,27,22,19,7,10,6,12,7,13,13,15,16,16,18,9,7,7,4,19,18,14,12,11,21,15,15,6,12,8,5,5
4771,1,,2,3,,2,3,,2,5,1,1,1,3,1,3,3,1,,2,,1,,,,1,4,3,3,,3,4,3,5,,3,2,,3
4772,,,,,,,,,,,1,,,1,,,,,,,2,,,,,,,1,,1,2,,,,,,,,
4773,,,,,1,,,,,,1,,,,,,1,1,,,1,,,1,2,1,,,,,,,,2,,3,1,,1
4774,,,1,1,,1,1,,3,1,1,,,1,1,,,,2,1,2,1,,,1,,,,,,,2,2,1,1,,4,,2
4775,1,2,,,1,1,3,1,3,,1,,,,1,,,,3,3,,2,,1,1,,2,,,,2,1,2,1,3,,1,,
4776,12,20,52,76,37,67,37,64,64,56,24,42,12,22,24,42,16,38,32,38,47,64,29,4,12,12,32,43,43,32,126,,74,66,36,27,22,20,8
4777,,,16,31,25,32,8,8,23,57,16,7,8,25,8,17,23,16,16,61,24,,32,8,,,24,22,16,7,77,16,23,31,7,15,47,8,16
4778,,,1,1,,1,,1,1,,,1,1,,,,,,,2,,,2,1,1,,1,,,,,2,1,,,,,1,
4779,1,1,,,,3,6,2,3,1,3,,,,,1,3,3,,1,2,1,1,,,,,,1,,,4,7,3,,,,,1
4780,2,6,6,6,7,6,8,7,10,13,8,6,3,8,7,6,12,12,12,12,7,1,5,3,1,1,7,7,8,4,13,6,13,6,2,5,9,2,1
4781,,1,,,,1,,1,,3,,1,,3,1,1,,3,,,3,3,2,,,1,,2,3,,1,3,3,5,,3,3,2,2
4782,,2,2,1,2,,,1,7,3,3,,2,1,4,1,3,3,4,11,1,3,3,,,1,3,2,1,,,1,1,7,,1,,,4
4783,,2,,,,,,1,2,1,,1,,,,,,,2,,1,2,,,,,1,,,,,,2,2,1,1,,,
4784,,4,3,2,3,,1,4,12,5,2,2,4,,2,2,2,3,5,10,4,3,1,,,,,5,2,,6,5,6,11,2,2,1,,1
4785,6,5,9,8,8,2,9,15,24,19,14,7,1,7,9,12,8,6,10,21,17,11,10,3,4,2,8,11,3,3,4,10,12,15,14,5,4,1,5
4786,1,,1,4,,2,,,,6,8,4,,,1,4,2,,1,1,1,1,,,1,,,3,2,,,,7,3,,4,3,,2
4787,,,,,,,,,2,2,,,,,,,1,,,2,2,,,,,3,,,,,4,,1,,4,3,,,
4788,,,,,,,1,,2,3,,,,,,,,,,,1,1,,,,,,,,,5,1,,,1,5,,,
4789,,6,7,1,4,1,,4,19,3,4,5,2,2,7,7,,5,4,8,3,7,3,4,4,2,8,3,3,8,4,3,7,8,6,3,8,4,4
4790,1,,3,3,2,4,4,2,1,4,2,2,1,3,5,3,,2,,2,5,2,,1,1,3,3,2,1,1,1,,6,,,1,1,,3
4791,,1,,,,,6,1,1,1,,,,3,,,,,,,,3,,,,,1,,1,1,,1,,3,,,,,
4792,7,10,6,13,12,14,20,17,21,24,13,8,14,7,10,9,9,7,15,4,8,2,9,1,,2,3,6,2,5,7,2,3,20,5,8,9,3,8
4793,2,,,,,1,,2,,1,1,1,,1,,,1,,1,,3,,,,,,,,,,,2,2,1,1,,1,,
4794,,,5,3,2,1,,,2,,1,,1,4,3,1,1,,,,,,4,,,3,1,,,,,3,4,4,,1,,,1
4795,1,1,,,,2,,,,1,,1,1,,,,,,1,,1,,2,,,1,,,1,,,2,,2,,,,,
4796,,1,3,,,2,4,3,4,3,,3,2,3,2,2,3,4,3,5,7,5,2,1,,1,3,1,1,2,5,4,7,4,4,,1,,1
4797,,,,,,,,,3,1,1,,,,,3,,,1,4,5,2,,,,,,,,,,3,3,1,,,1,,
4798,1,1,,4,2,1,1,2,1,3,1,,,4,3,2,,,,1,1,3,,,,,,2,,,,,1,2,,2,6,4,4
4799,,,,1,1,,3,4,2,2,1,,,,2,4,3,3,2,1,1,2,,,,2,3,2,2,1,1,2,5,5,2,3,7,3,1
4800,,12,9,,,6,12,,,6,15,15,,,,,3,,3,3,9,6,,,,,,3,6,15,3,,3,9,,,8,4,
4801,3,9,5,5,1,8,13,17,9,17,2,3,2,3,2,10,5,6,12,27,14,8,6,7,10,4,13,8,5,3,8,6,21,14,4,4,5,7,11
4802,3,10,5,5,2,11,15,28,17,14,2,5,1,5,3,9,6,5,15,29,24,13,7,6,15,4,16,10,7,6,18,5,24,26,17,10,5,9,8
4803,1,10,6,8,6,17,17,22,15,19,15,2,,5,5,9,6,6,15,28,23,14,11,8,13,4,12,15,9,6,14,13,25,21,4,6,5,7,8
4804,1,,,2,,,,4,,,1,,,1,,1,,1,,4,,1,,3,,,,3,2,,2,,,1,,1,,,
4805,,,,,,,2,,2,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,4,,,,
4806,,4,,,,,,,2,,6,,,,,,2,,3,,,2,2,,,,,,1,2,,2,5,2,1,,,,1
4807,4,6,3,4,5,3,3,8,10,11,4,6,6,5,4,2,4,2,7,4,15,8,3,5,7,3,8,1,8,1,12,6,21,9,4,1,3,3,
4808,2,4,3,4,2,4,3,,1,3,2,6,,4,1,3,4,2,2,3,6,2,7,1,3,1,2,3,5,6,3,,6,2,,2,2,1,1
4809,3,1,3,,,,,3,,2,2,2,1,1,,4,1,1,4,3,3,1,3,,,1,1,1,4,1,,1,1,4,1,,2,2,
4810,3,1,1,1,3,2,5,3,,7,3,2,6,10,1,1,3,3,4,3,6,,5,1,,2,5,,,2,,3,,,3,1,2,3,1
4811,,5,3,3,1,3,11,8,12,5,3,,,1,,3,6,6,14,18,19,,,,12,2,,,4,5,,8,9,9,5,,3,5,1
4812,,,,,,1,,,1,,,1,,,,,,1,2,4,,1,1,2,,,,,,,,2,3,3,1,,,2,1
4813,1,1,,,,,1,,,,,,4,,,,,,,,1,,,,,,,,,,,,1,1,,1,1,1,
4814,1,,2,3,,,2,2,1,,2,,,,2,2,,3,3,,2,,1,2,,,,,1,2,1,,1,1,2,,,1,2
4815,,1,,2,1,,1,2,4,6,1,3,,1,1,3,,3,,,4,2,,,1,,,1,1,,1,3,3,4,1,,2,1,
4816,3,5,6,16,6,2,8,3,6,9,4,5,5,8,9,3,8,8,6,9,5,2,7,,3,6,7,4,6,2,12,6,19,10,3,6,6,1,7
4817,1,4,3,1,1,2,2,3,4,3,2,1,1,4,4,,,1,1,4,2,1,1,,1,,2,1,2,,,6,3,9,2,1,,1,2
4818,4,14,10,9,6,14,19,11,25,11,7,6,11,,14,10,7,9,11,14,10,10,3,,5,9,8,18,6,8,9,3,22,25,5,14,14,8,3
4819,,2,1,,1,,,1,5,,,,,,2,,,,,1,,3,,,,,2,,1,,,,3,,,,,2,
4820,2,,1,,,,,1,1,,,1,,3,1,,,2,1,,4,2,2,,,,,1,,,,,1,1,1,2,,,1
4821,1,1,5,10,,2,2,4,3,3,,4,1,2,,1,3,1,5,5,7,,2,5,2,6,2,8,1,3,2,,2,5,4,1,1,,3
4822,1,,,,,1,,,1,2,1,,,,1,,2,,3,1,,,1,,,,,1,2,1,,,1,3,1,,,,
4823,2,4,7,4,2,4,5,3,1,3,3,7,2,1,,5,3,2,4,4,4,1,6,1,2,,2,3,5,6,2,,5,6,1,3,2,1,2
4824,,2,,,1,1,3,1,5,,1,,,,1,,1,,2,1,,1,,,1,,3,,,1,1,2,,2,2,,,,
4825,,,,,,,,,,,2,,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,
4826,11,4,13,8,12,9,32,24,26,26,25,8,23,16,14,24,12,11,22,37,18,19,36,2,4,10,28,17,20,20,16,12,31,24,12,20,15,5,10
4827,13,3,,2,10,4,10,5,1,6,10,2,2,6,1,9,5,8,,19,6,,20,,1,,7,,,,,,,4,2,,5,2,
4828,,,,4,1,2,1,1,3,2,,,1,,,1,,,3,1,1,1,,,,,1,,1,,1,3,,5,1,1,1,,
4829,,3,,1,2,2,1,2,1,,,,2,2,,,,1,,,2,1,4,,3,1,,1,,2,3,,2,2,,,,,2
4830,4,,8,5,3,6,3,2,5,,2,2,3,4,4,2,4,8,1,3,,1,2,1,,4,7,3,2,,,,3,7,1,1,2,3,4
4831,1,,,,,2,,4,,1,2,,,2,3,7,,,,5,,,,2,,,,,,,,,,4,,2,,4,
4832,4,8,13,7,3,12,15,13,14,19,12,6,4,10,9,6,2,7,6,18,14,12,5,3,3,9,10,9,7,10,15,8,16,13,13,12,8,6,7
4833,2,3,4,8,2,3,11,2,4,11,4,9,1,7,7,8,10,9,5,4,8,7,8,,1,3,7,15,6,4,3,5,8,11,1,8,6,4,3
4834,,4,,28,6,7,,8,30,13,23,2,4,11,6,11,10,1,16,26,17,6,10,,,4,2,4,36,,13,12,48,81,13,8,27,5,2
4835,4,2,,,,,1,,,1,3,1,5,,,1,,,1,1,1,,3,4,1,,1,,,,,,1,1,,1,,1,1
4836,,,,,,,,,1,,1,1,6,1,2,1,,,,1,1,,2,,,,,,,,1,2,,1,,3,,1,
4837,,,,,,1,3,1,1,1,2,,,3,1,,2,,,,,2,1,1,,,,1,,1,,1,,1,1,,,1,
4838,,,,2,4,1,,4,,2,,2,2,1,1,2,,1,2,9,4,,,2,,,,1,,,,3,,3,3,5,5,,4
4839,,4,6,5,5,2,4,4,1,1,5,1,2,1,2,4,7,2,9,6,2,3,1,,,1,2,,3,,,4,4,5,1,4,5,1,1
4840,1,1,1,5,2,4,3,1,2,1,4,2,3,7,1,4,1,,4,,5,,,2,,3,2,3,4,4,4,6,1,,9,6,,,
4841,3,1,2,8,3,,,1,2,1,2,1,1,7,2,2,,1,2,3,,,2,1,1,,,2,,,1,1,2,3,2,2,5,1,1
4842,2,3,,4,1,2,1,2,2,1,3,2,2,5,1,1,,1,1,3,,,2,2,,4,3,3,1,1,1,,,5,3,7,7,7,5
4843,1,,,1,,,,4,1,2,,,2,2,1,1,,1,1,3,1,,1,1,,1,,1,,,1,3,,4,2,1,4,,
4844,1,,,1,,,,4,,1,,1,2,,1,2,,1,1,3,1,,1,1,,1,1,1,,,2,,,3,,,5,,
4845,1,,,1,,1,,4,,1,,,2,,1,1,,,1,3,,,1,1,,,1,1,,,1,,,2,,,4,,7
4846,,,1,2,1,,,,3,1,2,1,1,,,,,1,5,,4,1,1,,,1,1,-1,3,2,,,,4,1,,3,2,1
4847,480,612,599,678,618,471,469,269,446,728,631,790,539,565,691,698,612,594,566,431,749,430,343,491,519,527,778,775,543,501,713,433,308,531,311,432,259,263,95
4848,,,1,,,,,2,,,1,,1,2,2,,,,,1,1,1,,,,1,8,,,,,,,,1,7,,,
4849,1,2,,2,3,,,,,1,4,,3,2,1,3,2,2,1,,,,1,,3,1,2,,1,1,3,2,,1,1,1,1,2,1
4850,1,2,,8,,,,,,1,4,,3,4,1,2,1,,1,,,,2,,4,2,3,,2,1,4,1,,1,1,4,1,1,
4851,11,7,35,19,6,27,15,6,7,14,14,31,28,5,27,14,16,6,10,10,13,6,3,4,2,10,31,5,3,3,12,8,8,15,8,9,9,8,9
4852,4,3,3,5,,3,6,5,3,1,10,9,13,4,1,3,2,1,4,6,14,3,4,2,10,5,4,3,,4,11,7,2,8,4,6,2,1,
4853,,5,,,,,2,2,,,,12,-12,24,,,24,,12,,48,,12,,24,,,12,12,12,,24,9,24,,,,,
4854,1,2,,1,2,3,,2,4,1,2,1,2,,2,4,3,2,3,4,5,3,2,2,2,,1,2,1,2,,11,6,6,1,,,1,2
4855,1,2,,1,2,,,2,,1,1,,13,2,1,1,1,3,1,2,1,,2,1,2,,,,2,,,1,,1,1,2,,1,1
4856,,,,1,,2,2,2,1,2,1,,,,1,,,1,2,1,,,2,,,1,,1,3,-1,3,1,,,,2,,,2
4857,,,,,,,1,,1,2,,,1,,,,,,2,1,,8,,,,,,,,,,,2,2,2,,,1,
4858,2,4,10,7,4,6,4,1,1,11,,5,3,17,7,8,8,9,3,7,27,3,1,1,14,6,3,6,6,,,,,22,25,,,,
4859,2,2,2,1,1,2,1,2,3,3,3,1,2,,2,1,,3,4,,4,1,1,1,1,,2,1,2,,2,3,2,,,13,1,2,1
4860,2,,,2,2,1,,2,,,,,,,,,,,2,1,,1,,,1,,,,2,,,,,3,,1,,,
4861,,,,,,,1,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,1,1,1,,,,
4862,7,1,3,2,2,2,,,,,3,8,5,2,3,2,2,,2,,,,3,11,,1,,6,,2,1,,,1,10,4,2,5,7
4863,1,1,,,,,1,7,13,,4,4,,4,6,,,,1,4,6,,,,10,,,,1,,,,4,1,8,1,,,
4864,,4,,,,4,4,1,,,,,,,4,,,,,,,,4,,4,,,,,,,,4,8,,,,,6
4865,,,,,,,,1,,,2,,,,,,,,,,1,,,,,,,,3,,,,,,,1,,,1
4866,1,1,1,3,1,1,,1,1,2,2,1,1,,,,,1,1,1,3,-1,3,,1,,,1,2,,,,1,,2,,,,
4867,5,1,2,,2,2,1,1,2,4,,1,2,3,,1,3,,2,,,3,1,,,2,4,2,1,,,1,,2,1,,,2,
4868,1,4,3,3,2,4,3,6,4,8,3,5,3,4,3,2,3,7,2,5,11,3,5,2,2,1,5,3,4,2,,5,7,3,4,5,1,4,2
4869,6,3,3,5,4,8,16,7,9,7,9,4,5,6,2,4,7,7,9,20,12,4,3,2,2,2,4,4,6,4,5,8,18,5,1,3,2,4,2
4870,,,,,,,,,,1,,1,,,,,1,,,3,1,,,,,,,1,,,1,,1,,,,1,,1
4871,2,,,1,1,,5,,6,3,,6,1,2,1,1,,,3,,,4,3,3,3,1,1,2,2,5,,,,4,,1,2,,
4872,,1,,,,,,,1,,,,1,2,,1,,1,2,,1,1,,,,,1,,,,1,,,1,,1,1,2,2
4873,,1,1,1,3,1,4,12,7,7,3,3,,,1,2,1,2,8,13,5,3,1,1,1,3,2,,,1,6,10,8,8,2,4,5,1,1
4874,,,,1,,,,1,1,2,,,,,,1,,1,2,3,1,,1,,,,,,,,,2,4,,3,2,1,,
4875,2,,,1,3,2,,,,1,2,,,4,,2,3,1,2,5,3,1,,,2,4,,2,1,1,8,1,3,2,3,1,,,
4876,,,,1,1,1,,2,,2,1,,1,,,1,,,1,3,,,,1,,,1,,,,,,,1,6,2,1,1,3
4877,63,52,78,104,67,78,73,36,66,60,70,59,69,66,64,68,50,106,88,51,56,52,38,51,48,31,54,81,33,9,20,12,6,23,12,19,17,13,15
4878,5,10,6,6,6,11,8,10,6,15,6,29,11,4,4,8,14,14,13,7,7,4,4,6,3,4,16,6,6,,,3,,6,20,9,,3,1
4879,5,8,5,4,6,8,8,6,8,10,7,27,15,4,4,9,10,10,11,10,7,4,3,8,4,5,17,11,16,6,6,3,2,11,20,10,,1,1
4880,,2,,,,,3,1,,3,1,,,,,,1,,1,1,2,,,,,,,,,,1,1,,,1,1,,,
4881,,,,1,,,1,,,,,,1,1,,,,3,1,1,,1,,,,,,,,,1,,,,2,1,1,,
4882,4,11,6,8,17,10,6,,3,13,16,1,5,11,8,9,6,5,9,4,3,8,3,4,4,,2,17,3,4,6,,8,1,3,1,1,13,1
4883,12,10,17,7,,13,1,12,11,9,12,2,14,14,24,18,10,7,7,12,36,6,19,14,12,,8,6,7,12,6,12,,19,14,13,8,8,15
4884,1,1,3,1,2,1,3,7,4,5,1,,1,2,1,3,,3,1,4,5,10,6,1,4,,4,13,4,,4,,7,4,1,8,2,2,1
4885,,3,1,2,1,2,,,1,,3,2,,2,,2,,1,2,,,,2,1,,1,,,1,,1,,1,,1,1,1,2,
4886,2,8,5,6,2,,10,3,4,6,1,1,3,2,6,5,4,9,14,6,7,3,5,2,5,2,,2,,2,,4,4,7,1,3,4,7,-2
4887,452,603,554,632,679,358,222,242,326,517,458,558,293,488,815,658,689,594,406,508,554,260,283,282,339,262,166,69,138,245,210,92,123,420,208,278,161,123,125
4888,,3,8,7,6,8,4,1,1,11,1,4,4,15,5,9,8,9,3,7,27,3,,1,14,5,1,1,3,,1,1,,19,1,4,,1,
4889,,,,1,1,1,,1,4,,,3,,4,1,,,,1,,,,,,3,,,1,3,1,3,1,1,,,1,3,,1
4890,1,2,,1,,,,4,,1,,,2,,1,1,,,1,3,,,1,1,,,1,1,,,1,1,,2,1,,4,,
4891,6,14,3,19,3,3,8,13,22,7,12,11,5,10,3,13,4,6,50,24,48,9,13,29,3,3,11,14,15,2,,14,30,48,16,16,13,5,12
4892,1,,6,5,8,3,6,8,15,12,5,2,2,7,6,4,4,2,7,8,17,8,4,5,3,4,2,5,4,6,8,6,10,18,6,6,5,2,2
4893,,1,1,,,1,1,2,6,2,1,1,,,,1,,,,7,1,,,1,1,2,1,1,1,3,,10,1,2,1,,,,
4894,,,1,,,1,,2,5,2,2,1,2,,,1,,,,5,1,,,,,2,,1,1,2,,,1,,1,,,,
4895,4,6,3,5,3,7,,3,1,9,7,4,4,10,6,8,4,7,3,7,12,4,3,6,2,6,3,,1,1,2,2,6,9,6,10,10,10,5
4896,,1,,2,,,1,,,,,1,,,2,1,1,,,2,,2,,1,3,4,1,1,,2,,,3,1,,3,1,,2
4897,,,,,2,,,,,,1,1,,,1,2,1,2,1,,1,,,,,,,,1,,,,1,1,2,,,1,
4898,,,1,2,3,5,3,1,-1,2,3,,4,,1,1,2,1,1,,1,,2,,2,,1,-1,1,1,1,3,3,1,2,2,,,1
4899,1,,,,,1,2,,,,,1,1,,1,,,1,,3,1,,,6,,1,1,-1,1,,,1,,3,4,3,4,,
4900,3,3,,2,2,3,6,,1,3,5,,,8,5,3,3,4,7,3,2,2,1,6,,3,5,-2,2,2,2,1,3,9,1,4,,2,2
4901,12,,6,6,,6,14,30,18,6,6,,6,6,6,,6,12,6,18,26,,12,8,4,-4,6,,,2,,,26,12,,26,,6,4
